Timestamp,Pipe Number,R1,R2,R3,R4,R5
2026-05-19 11:52:43,P1,35.79,35.0,35.0,42.09,35.0
2026-05-19 11:52:43,P2,44.0,44.52,40.27,44.71,37.9
2026-05-19 11:52:43,P3,35.0,41.39,36.08,43.7,42.29
2026-05-19 11:53:14,P1,36.45,36.24,35.01,43.2,36.47
2026-05-19 11:53:14,P2,45.0,43.46,39.05,44.82,37.71
2026-05-19 11:53:14,P3,35.74,40.28,35.0,44.53,42.45
2026-05-19 11:53:46,P1,37.65,37.26,35.0,44.12,36.47
2026-05-19 11:53:46,P2,43.56,43.46,38.29,44.87,36.61
2026-05-19 11:53:46,P3,36.97,41.03,35.08,45.0,41.29
2026-05-19 11:54:17,P1,38.64,36.48,35.17,43.45,35.74
2026-05-19 11:54:17,P2,42.06,44.44,37.92,45.0,36.16
2026-05-19 11:54:17,P3,36.13,42.29,35.19,45.0,40.31
2026-05-19 11:54:48,P1,38.78,35.51,36.45,42.27,35.0
2026-05-19 11:54:48,P2,43.28,45.0,39.34,45.0,36.39
2026-05-19 11:54:48,P3,37.16,42.25,35.0,45.0,38.89
2026-05-19 11:55:19,P1,39.81,35.0,35.41,42.09,36.0
2026-05-19 11:55:19,P2,43.5,43.75,40.0,44.61,36.84
2026-05-19 11:55:19,P3,35.72,41.76,36.24,45.0,40.01
2026-05-19 11:55:50,P1,40.71,35.0,36.56,41.16,36.61
2026-05-19 11:55:50,P2,44.42,42.33,39.4,45.0,37.0
2026-05-19 11:55:50,P3,35.19,40.8,35.47,45.0,39.83
2026-05-19 11:56:21,P1,40.28,35.0,37.51,40.41,35.45
2026-05-19 11:56:21,P2,43.78,43.51,39.6,43.51,35.65
2026-05-19 11:56:21,P3,36.4,41.83,36.26,44.16,41.07
2026-05-19 11:56:52,P1,40.43,36.36,37.41,40.13,35.0
2026-05-19 11:56:52,P2,43.49,43.24,39.69,42.31,35.34
2026-05-19 11:56:52,P3,36.67,41.29,35.0,44.95,42.02
2026-05-19 11:57:23,P1,41.64,36.78,37.8,40.26,35.0
2026-05-19 11:57:23,P2,44.83,42.05,38.88,41.83,36.77
2026-05-19 11:57:23,P3,36.98,42.31,35.0,44.78,40.55
2026-05-19 11:57:54,P1,42.32,36.15,38.32,39.66,35.38
2026-05-19 11:57:54,P2,44.94,43.15,39.73,42.83,36.84
2026-05-19 11:57:54,P3,37.97,41.24,35.57,44.09,40.29
2026-05-19 11:58:26,P1,42.85,36.72,38.03,39.57,35.0
2026-05-19 11:58:26,P2,45.0,44.39,38.29,43.43,37.0
2026-05-19 11:58:26,P3,36.58,41.32,35.0,43.35,40.17
2026-05-19 11:58:57,P1,43.51,36.01,36.61,38.24,35.0
2026-05-19 11:58:57,P2,45.0,45.0,37.11,43.14,36.97
2026-05-19 11:58:57,P3,35.99,42.6,35.52,44.24,41.54
2026-05-19 11:59:28,P1,42.08,36.14,36.91,37.53,35.75
2026-05-19 11:59:28,P2,45.0,43.66,36.14,43.88,37.76
2026-05-19 11:59:28,P3,35.0,42.33,36.47,43.36,40.87
2026-05-19 11:59:59,P1,43.22,37.25,36.79,36.71,36.86
2026-05-19 11:59:59,P2,44.09,43.81,37.37,42.54,37.41
2026-05-19 11:59:59,P3,36.02,43.71,35.6,42.52,41.31
2026-05-19 12:00:30,P1,44.01,37.94,37.59,36.04,36.55
2026-05-19 12:00:30,P2,44.26,44.35,37.17,43.19,38.22
2026-05-19 12:00:30,P3,35.74,43.61,36.78,43.66,41.68
2026-05-19 12:01:01,P1,42.56,39.16,38.08,35.49,36.19
2026-05-19 12:01:01,P2,45.0,44.15,35.87,42.27,37.51
2026-05-19 12:01:01,P3,35.2,44.02,38.21,42.88,40.79
2026-05-19 12:01:33,P1,44.01,39.54,36.85,35.6,35.89
2026-05-19 12:01:33,P2,44.88,44.76,35.97,41.65,38.31
2026-05-19 12:01:33,P3,35.27,45.0,38.19,43.02,41.13
2026-05-19 12:02:04,P1,45.0,39.96,35.6,36.89,36.98
2026-05-19 12:02:04,P2,44.6,45.0,36.88,42.88,37.21
2026-05-19 12:02:04,P3,36.49,44.02,39.65,41.85,40.17
2026-05-19 12:02:35,P1,45.0,38.89,35.7,38.2,36.52
2026-05-19 12:02:35,P2,44.88,44.21,36.75,41.76,36.95
2026-05-19 12:02:35,P3,36.03,43.5,38.38,42.73,39.89
2026-05-19 12:03:06,P1,45.0,39.73,36.63,38.46,37.51
2026-05-19 12:03:06,P2,44.45,42.76,37.15,41.99,37.09
2026-05-19 12:03:06,P3,35.0,42.6,39.41,42.58,40.1
2026-05-19 12:03:37,P1,43.51,40.51,37.22,39.86,38.07
2026-05-19 12:03:37,P2,43.46,42.0,35.92,41.57,38.14
2026-05-19 12:03:37,P3,35.0,43.16,40.67,43.76,38.84
2026-05-19 12:04:08,P1,43.52,40.52,37.12,41.11,38.5
2026-05-19 12:04:08,P2,42.1,41.82,36.67,42.18,39.57
2026-05-19 12:04:08,P3,35.99,42.65,40.72,44.6,39.07
2026-05-19 12:04:39,P1,42.04,39.65,35.85,42.56,38.79
2026-05-19 12:04:39,P2,43.43,41.02,36.96,43.49,40.57
2026-05-19 12:04:39,P3,36.95,42.04,41.24,45.0,39.55
2026-05-19 12:05:10,P1,41.83,39.03,35.51,41.08,39.37
2026-05-19 12:05:10,P2,42.71,42.02,36.86,42.54,39.68
2026-05-19 12:05:10,P3,37.86,40.93,40.55,43.97,38.96
2026-05-19 12:05:41,P1,41.82,40.18,35.76,41.65,39.37
2026-05-19 12:05:41,P2,41.82,42.02,35.64,42.58,40.51
2026-05-19 12:05:41,P3,38.77,42.08,41.59,45.0,37.52
2026-05-19 12:06:13,P1,42.3,40.14,37.26,40.64,38.39
2026-05-19 12:06:13,P2,40.96,41.21,36.12,41.93,40.57
2026-05-19 12:06:13,P3,39.7,42.77,42.89,44.82,37.69
2026-05-19 12:06:44,P1,43.7,39.54,37.19,40.99,37.49
2026-05-19 12:06:44,P2,40.7,41.29,36.14,42.36,39.29
2026-05-19 12:06:44,P3,41.1,42.67,42.32,44.07,36.39
2026-05-19 12:07:15,P1,44.89,39.37,37.45,39.67,38.08
2026-05-19 12:07:15,P2,39.75,42.63,35.6,42.87,40.52
2026-05-19 12:07:15,P3,41.91,43.4,41.27,43.12,36.49
2026-05-19 12:07:46,P1,45.0,38.13,36.02,40.35,38.43
2026-05-19 12:07:46,P2,39.4,41.4,35.03,43.97,39.12
2026-05-19 12:07:46,P3,41.31,43.57,41.08,42.27,37.32
2026-05-19 12:08:17,P1,45.0,39.5,36.74,39.97,37.82
2026-05-19 12:08:17,P2,40.54,41.71,35.77,44.06,38.79
2026-05-19 12:08:17,P3,40.17,43.65,41.33,41.06,36.31
2026-05-19 12:08:48,P1,45.0,39.25,38.14,39.31,36.41
2026-05-19 12:08:48,P2,40.13,42.42,35.0,43.93,38.98
2026-05-19 12:08:48,P3,38.92,44.84,40.71,40.78,36.6
2026-05-19 12:09:19,P1,45.0,39.12,37.85,40.64,35.71
2026-05-19 12:09:19,P2,40.47,41.09,35.0,43.59,39.96
2026-05-19 12:09:19,P3,38.69,45.0,41.08,40.3,37.4
2026-05-19 12:09:51,P1,45.0,37.98,38.09,40.83,36.4
2026-05-19 12:09:51,P2,39.05,42.51,35.57,42.46,41.46
2026-05-19 12:09:51,P3,39.61,45.0,39.83,39.84,35.95
2026-05-19 12:10:22,P1,43.8,39.03,38.49,39.79,36.29
2026-05-19 12:10:22,P2,39.75,42.56,35.0,43.53,40.27
2026-05-19 12:10:22,P3,39.14,44.71,40.26,39.67,35.23
2026-05-19 12:10:53,P1,42.42,37.73,39.27,41.11,36.14
2026-05-19 12:10:53,P2,38.81,41.7,35.0,44.2,40.32
2026-05-19 12:10:53,P3,39.16,44.2,41.57,40.04,36.68
2026-05-19 12:11:24,P1,41.55,36.28,38.47,42.26,36.13
2026-05-19 12:11:24,P2,37.33,41.87,35.0,43.45,39.41
2026-05-19 12:11:24,P3,39.91,45.0,42.37,39.3,38.0
2026-05-19 12:11:55,P1,41.53,36.93,38.0,41.02,35.0
2026-05-19 12:11:55,P2,35.91,41.22,35.0,42.26,38.69
2026-05-19 12:11:55,P3,40.55,45.0,42.42,39.58,38.67
2026-05-19 12:12:26,P1,40.71,36.55,37.87,42.11,36.2
2026-05-19 12:12:26,P2,35.61,40.28,35.0,40.91,39.17
2026-05-19 12:12:26,P3,40.62,44.59,41.89,38.35,39.11
2026-05-19 12:12:57,P1,40.01,35.99,38.56,43.53,35.72
2026-05-19 12:12:57,P2,36.07,39.17,36.3,39.74,39.97
2026-05-19 12:12:57,P3,40.2,43.19,42.6,39.42,38.49
2026-05-19 12:13:28,P1,40.87,36.65,39.71,43.94,35.83
2026-05-19 12:13:28,P2,36.19,38.38,36.07,38.71,41.02
2026-05-19 12:13:28,P3,39.5,44.18,44.02,38.23,39.77
2026-05-19 12:13:59,P1,41.33,35.85,40.35,45.0,35.27
2026-05-19 12:13:59,P2,36.4,37.38,36.42,37.48,41.64
2026-05-19 12:13:59,P3,40.38,43.85,43.1,37.78,40.28
2026-05-19 12:14:31,P1,41.35,38.85,40.81,45.0,35.22
2026-05-19 12:14:31,P2,35.95,38.21,37.32,36.5,41.5
2026-05-19 12:14:31,P3,41.27,43.92,42.95,36.64,40.94
2026-05-19 12:15:02,P1,41.3,41.85,40.76,45.0,36.14
2026-05-19 12:15:02,P2,35.92,37.49,37.24,36.62,40.15
2026-05-19 12:15:02,P3,41.37,43.27,43.01,36.24,40.91
2026-05-19 12:15:33,P1,41.7,43.16,41.66,43.82,35.36
2026-05-19 12:15:33,P2,35.94,37.27,38.47,38.03,39.54
2026-05-19 12:15:33,P3,40.47,43.49,41.74,35.14,42.14
2026-05-19 12:16:04,P1,41.32,43.69,41.6,44.19,35.09
2026-05-19 12:16:04,P2,36.41,36.75,37.46,36.78,38.64
2026-05-19 12:16:04,P3,40.11,42.65,42.84,35.0,43.16
2026-05-19 12:16:35,P1,41.52,44.08,42.48,45.0,35.54
2026-05-19 12:16:35,P2,37.06,36.33,36.84,35.53,38.8
2026-05-19 12:16:35,P3,41.2,42.19,44.13,35.31,44.14
2026-05-19 12:17:06,P1,40.93,43.14,42.09,43.61,36.58
2026-05-19 12:17:06,P2,36.4,36.66,36.43,35.0,38.93
2026-05-19 12:17:06,P3,41.44,42.78,43.32,35.57,43.61
2026-05-19 12:17:38,P1,42.02,44.46,42.48,43.92,36.32
2026-05-19 12:17:38,P2,35.17,36.54,36.06,35.0,38.11
2026-05-19 12:17:38,P3,40.91,43.19,44.11,36.55,44.3
2026-05-19 12:18:09,P1,42.0,43.7,43.85,43.04,37.57
2026-05-19 12:18:09,P2,36.56,36.63,35.91,35.0,38.03
2026-05-19 12:18:09,P3,42.19,41.88,44.86,37.02,43.94
2026-05-19 12:18:40,P1,41.14,44.61,44.72,43.68,38.23
2026-05-19 12:18:40,P2,37.02,35.93,36.86,36.09,38.62
2026-05-19 12:18:40,P3,42.68,42.07,45.0,37.86,43.8
2026-05-19 13:09:01,P1,35.94,36.52,37.94,40.69,37.29
2026-05-19 13:09:01,P2,42.65,40.48,40.43,40.61,38.8
2026-05-19 13:09:01,P3,40.83,39.5,43.15,37.18,37.1
2026-05-19 13:09:32,P1,36.65,36.29,36.98,39.38,37.5
2026-05-19 13:09:32,P2,43.67,40.64,40.54,40.52,38.92
2026-05-19 13:09:32,P3,40.75,39.64,42.95,36.63,36.22
2026-05-19 13:10:03,P1,37.55,37.38,38.47,38.19,38.8
2026-05-19 13:10:03,P2,43.27,41.24,39.88,41.53,37.73
2026-05-19 13:10:03,P3,41.88,38.57,43.3,35.68,35.58
2026-05-19 13:10:34,P1,38.28,36.14,39.53,39.45,39.98
2026-05-19 13:10:34,P2,44.14,40.19,41.06,41.41,37.64
2026-05-19 13:10:34,P3,42.57,40.01,42.7,36.65,35.29
2026-05-19 13:11:05,P1,37.27,35.5,40.71,38.72,38.54
2026-05-19 13:11:05,P2,44.49,39.83,40.09,39.97,37.62
2026-05-19 13:11:05,P3,43.91,39.77,44.11,35.22,35.79
2026-05-19 13:11:37,P1,38.62,35.0,41.36,37.85,39.03
2026-05-19 13:11:37,P2,44.62,39.97,40.83,39.41,38.19
2026-05-19 13:11:37,P3,43.94,40.34,45.0,36.22,35.0
2026-05-19 13:12:08,P1,39.91,35.0,42.49,37.98,40.28
2026-05-19 13:12:08,P2,43.73,40.43,41.62,37.97,36.88
2026-05-19 13:12:08,P3,44.12,41.1,43.65,36.92,35.0
2026-05-19 13:12:39,P1,38.62,36.36,41.48,38.01,39.05
2026-05-19 13:12:39,P2,44.15,40.98,41.97,38.75,38.04
2026-05-19 13:12:39,P3,45.0,41.91,43.46,37.24,35.01
2026-05-19 13:13:10,P1,39.21,35.18,40.94,38.81,39.49
2026-05-19 13:13:10,P2,45.0,41.51,43.17,38.94,36.58
2026-05-19 13:13:10,P3,45.0,42.53,42.04,37.95,35.45
2026-05-19 13:13:41,P1,40.23,35.1,40.66,38.4,40.63
2026-05-19 13:13:41,P2,45.0,41.58,44.11,40.4,37.59
2026-05-19 13:13:41,P3,44.41,43.17,42.07,38.1,36.22
2026-05-19 13:14:12,P1,39.36,35.0,39.72,37.21,40.77
2026-05-19 13:14:12,P2,45.0,42.7,45.0,39.14,38.9
2026-05-19 13:14:12,P3,45.0,41.8,41.2,38.14,35.48
2026-05-19 13:14:43,P1,39.63,35.09,40.48,37.48,39.46
2026-05-19 13:14:43,P2,45.0,41.93,45.0,39.61,40.32
2026-05-19 13:14:43,P3,45.0,42.75,39.95,39.5,35.0
2026-05-19 13:15:14,P1,38.93,35.35,41.22,37.69,40.4
2026-05-19 13:15:14,P2,44.02,41.38,45.0,39.46,41.36
2026-05-19 13:15:14,P3,45.0,42.87,38.96,40.42,35.49
2026-05-19 13:15:46,P1,40.26,35.0,41.3,38.67,39.09
2026-05-19 13:15:46,P2,43.96,41.17,44.03,39.66,41.84
2026-05-19 13:15:46,P3,44.34,43.24,38.07,40.91,36.97
2026-05-19 13:16:17,P1,39.69,35.32,40.12,39.53,39.07
2026-05-19 13:16:17,P2,43.98,42.21,45.0,40.71,40.89
2026-05-19 13:16:17,P3,45.0,42.97,37.66,40.73,36.99
2026-05-19 13:16:48,P1,39.58,36.73,40.78,40.62,38.43
2026-05-19 13:16:48,P2,44.99,41.92,45.0,40.11,40.3
2026-05-19 13:16:48,P3,44.84,43.45,38.6,42.01,36.6
2026-05-19 13:17:19,P1,39.89,37.41,41.83,41.9,39.53
2026-05-19 13:17:19,P2,45.0,43.14,44.04,39.54,39.36
2026-05-19 13:17:19,P3,44.56,43.3,37.87,41.24,37.24
2026-05-19 13:17:50,P1,38.58,37.87,42.74,41.18,39.02
2026-05-19 13:17:50,P2,45.0,43.36,44.8,40.71,39.21
2026-05-19 13:17:50,P3,44.7,44.34,39.06,41.5,37.85
2026-05-19 13:18:21,P1,38.83,37.26,41.55,41.48,37.8
2026-05-19 13:18:21,P2,43.65,41.86,45.0,40.54,40.1
2026-05-19 13:18:21,P3,44.76,43.85,40.32,42.71,39.11
2026-05-19 13:18:53,P1,38.1,37.34,42.85,42.17,37.62
2026-05-19 13:18:53,P2,43.45,40.46,44.08,39.35,39.97
2026-05-19 13:18:53,P3,44.47,44.36,41.6,44.03,37.69
2026-05-19 13:19:24,P1,37.22,38.74,43.89,41.7,36.63
2026-05-19 13:19:24,P2,44.5,40.62,42.86,39.31,41.18
2026-05-19 13:19:24,P3,45.0,43.26,41.48,43.4,38.67
2026-05-19 13:19:55,P1,37.33,37.29,44.63,42.21,36.21
2026-05-19 13:19:55,P2,43.51,40.33,43.93,40.02,40.88
2026-05-19 13:19:55,P3,44.2,42.38,40.94,43.71,37.21
2026-05-19 13:20:26,P1,38.57,36.42,45.0,42.04,36.82
2026-05-19 13:20:26,P2,42.36,39.55,44.03,41.11,42.27
2026-05-19 13:20:26,P3,45.0,41.79,41.85,44.14,37.21
2026-05-19 13:20:58,P1,39.46,35.91,44.73,42.18,36.29
2026-05-19 13:20:58,P2,43.32,38.77,44.48,40.92,43.45
2026-05-19 13:20:58,P3,45.0,43.14,42.0,43.42,38.54
2026-05-19 13:21:29,P1,40.8,35.15,44.23,42.08,35.77
2026-05-19 13:21:29,P2,42.78,37.3,42.99,41.26,44.03
2026-05-19 13:21:29,P3,44.12,42.7,43.13,42.54,38.71
2026-05-19 13:22:00,P1,41.16,35.0,45.0,42.31,35.0
2026-05-19 13:22:00,P2,42.14,36.77,42.91,40.61,43.55
2026-05-19 13:22:00,P3,43.44,42.94,44.35,43.55,39.88
2026-05-19 13:22:31,P1,42.2,35.74,45.0,42.19,35.0
2026-05-19 13:22:31,P2,41.57,36.51,43.02,40.11,44.06
2026-05-19 13:22:31,P3,43.22,42.24,44.43,43.32,39.34
2026-05-19 13:23:02,P1,43.03,36.17,44.78,42.89,35.0
2026-05-19 13:23:02,P2,40.98,37.87,43.74,41.18,44.43
2026-05-19 13:23:02,P3,41.78,43.7,43.32,43.23,40.48
2026-05-19 13:23:33,P1,43.3,36.04,43.71,41.63,35.0
2026-05-19 13:23:33,P2,42.17,38.74,43.24,41.14,44.57
2026-05-19 13:23:33,P3,40.44,45.0,43.22,43.5,41.02
2026-05-19 13:24:05,P1,44.3,37.34,45.0,40.36,35.11
2026-05-19 13:24:05,P2,42.72,37.28,43.06,40.92,44.74
2026-05-19 13:24:05,P3,40.35,44.46,41.9,42.64,40.65
2026-05-19 13:24:36,P1,44.4,36.66,44.55,41.13,36.46
2026-05-19 13:24:36,P2,42.32,37.5,44.53,39.54,45.0
2026-05-19 13:24:36,P3,40.52,45.0,41.35,44.08,39.8
2026-05-19 13:25:07,P1,43.37,37.5,43.61,40.01,35.31
2026-05-19 13:25:07,P2,41.22,36.16,43.72,39.55,44.84
2026-05-19 13:25:07,P3,39.6,45.0,40.72,42.71,38.3
2026-05-19 13:25:38,P1,42.62,36.27,44.56,41.04,36.45
2026-05-19 13:25:38,P2,40.13,37.14,42.33,38.32,43.98
2026-05-19 13:25:38,P3,38.49,45.0,40.21,42.23,37.26
2026-05-19 13:26:09,P1,42.72,35.88,44.36,41.38,35.69
2026-05-19 13:26:09,P2,40.76,38.46,40.85,39.06,43.11
2026-05-19 13:26:09,P3,39.48,43.95,39.7,41.39,36.69
2026-05-19 13:26:41,P1,41.41,35.0,44.76,40.86,36.05
2026-05-19 13:26:41,P2,41.59,38.14,41.5,38.48,43.98
2026-05-19 13:26:41,P3,39.54,43.61,40.32,42.71,36.04
2026-05-19 13:27:12,P1,42.23,36.32,44.99,42.35,35.0
2026-05-19 13:27:12,P2,41.89,38.42,42.3,37.55,44.82
2026-05-19 13:27:12,P3,40.14,44.92,40.3,43.34,36.12
2026-05-19 13:27:43,P1,43.08,35.33,44.82,42.99,35.02
2026-05-19 13:27:43,P2,40.6,37.96,41.58,36.87,44.62
2026-05-19 13:27:43,P3,38.82,44.52,38.89,43.85,37.36
2026-05-19 13:28:14,P1,43.06,35.55,43.96,42.01,36.08
2026-05-19 13:28:14,P2,39.21,38.49,42.69,38.1,44.19
2026-05-19 13:28:14,P3,37.45,43.14,37.65,44.79,37.67
2026-05-19 13:28:45,P1,42.31,35.86,44.42,41.66,35.55
2026-05-19 13:28:45,P2,40.4,39.83,43.45,36.69,44.17
2026-05-19 13:28:45,P3,38.73,42.09,37.41,45.0,38.98
2026-05-19 13:29:17,P1,43.54,35.0,45.0,40.76,35.0
2026-05-19 13:29:17,P2,41.01,40.92,43.38,35.2,43.89
2026-05-19 13:29:17,P3,40.14,40.61,36.94,45.0,41.98
2026-05-19 13:29:48,P1,44.3,35.0,43.7,40.82,35.0
2026-05-19 13:29:48,P2,39.79,40.36,43.27,35.0,42.41
2026-05-19 13:29:48,P3,40.42,40.85,36.27,45.0,43.95
2026-05-19 13:30:19,P1,45.0,35.85,44.08,40.93,35.48
2026-05-19 13:30:19,P2,39.66,39.61,42.08,35.0,43.51
2026-05-19 13:30:19,P3,41.42,41.99,37.53,45.0,44.74
2026-05-19 13:30:50,P1,43.76,36.22,45.0,42.3,35.0
2026-05-19 13:30:50,P2,38.54,39.75,42.91,35.0,42.67
2026-05-19 13:30:50,P3,42.26,43.44,37.3,44.83,45.06
2026-05-19 13:31:21,P1,44.08,37.61,43.83,41.52,35.13
2026-05-19 13:31:21,P2,38.87,40.15,43.54,35.93,41.79
2026-05-19 13:31:21,P3,42.15,44.14,36.29,45.0,45.03
2026-05-19 13:31:53,P1,45.0,37.84,43.86,41.33,36.47
2026-05-19 13:31:53,P2,38.01,39.09,43.36,35.0,42.94
2026-05-19 13:31:53,P3,41.87,43.38,35.21,45.0,43.58
2026-05-19 13:32:24,P1,43.64,38.39,43.93,42.54,35.56
2026-05-19 13:32:24,P2,38.6,39.67,43.38,35.6,42.71
2026-05-19 13:32:24,P3,42.76,44.52,35.38,45.0,44.91
2026-05-19 13:32:55,P1,44.73,38.46,42.72,43.78,35.09
2026-05-19 13:32:55,P2,37.59,40.01,42.37,36.0,43.19
2026-05-19 13:32:55,P3,42.74,45.0,35.0,43.86,45.0
